auction_date,tenor_days,lag1_stop,lag2_stop,lag3_stop,offer_amt,prev_offer,prev_bid_cover,sec_rate,sec_rate_5d_ago,system_liquidity,mpr,inflation,actual_stop_rate,source
2025-09-19,91,22.55,22.50,22.45,150.0,150.0,2.30,22.75,22.70,2350.0,27.25,32.70,22.60,historical
2025-09-19,182,22.85,22.80,22.75,200.0,200.0,2.12,23.40,23.35,2350.0,27.25,32.70,22.90,historical
2025-09-19,364,23.35,23.30,23.25,500.0,500.0,3.25,24.55,24.50,2350.0,27.25,32.70,23.40,historical
2025-10-03,91,22.60,22.55,22.50,150.0,150.0,2.28,22.80,22.75,2400.0,27.25,32.70,22.65,historical
2025-10-03,182,22.90,22.85,22.80,200.0,200.0,2.08,23.45,23.40,2400.0,27.25,32.70,22.95,historical
2025-10-03,364,23.40,23.35,23.30,500.0,500.0,3.22,24.60,24.55,2400.0,27.25,32.70,23.45,historical
2025-10-17,91,22.65,22.60,22.55,150.0,150.0,2.35,22.85,22.80,2500.0,27.25,32.70,22.70,historical
2025-10-17,182,22.95,22.90,22.85,200.0,200.0,2.15,23.50,23.45,2500.0,27.25,32.70,23.00,historical
2025-10-17,364,23.45,23.40,23.35,500.0,500.0,3.30,24.65,24.60,2500.0,27.25,32.70,23.50,historical
2025-10-31,91,22.70,22.65,22.60,150.0,150.0,2.32,22.90,22.85,2450.0,27.25,32.70,22.75,historical
2025-10-31,182,23.00,22.95,22.90,200.0,200.0,2.18,23.55,23.50,2450.0,27.25,32.70,23.05,historical
2025-10-31,364,23.50,23.45,23.40,500.0,500.0,3.28,24.70,24.65,2450.0,27.25,32.70,23.55,historical
2025-11-14,91,22.75,22.70,22.65,150.0,150.0,2.40,22.95,22.90,2600.0,27.25,24.48,22.80,historical
2025-11-14,182,23.05,23.00,22.95,200.0,200.0,2.20,23.60,23.55,2600.0,27.25,24.48,23.10,historical
2025-11-14,364,23.55,23.50,23.45,500.0,500.0,3.35,24.75,24.70,2600.0,27.25,24.48,23.60,historical
2025-11-28,91,22.80,22.75,22.70,150.0,150.0,2.38,23.00,22.95,2700.0,27.25,24.48,22.85,historical
2025-11-28,182,23.10,23.05,23.00,200.0,200.0,2.22,23.65,23.60,2700.0,27.25,24.48,23.15,historical
2025-11-28,364,23.60,23.55,23.50,500.0,500.0,3.32,24.80,24.75,2700.0,27.25,24.48,23.65,historical
2025-12-12,91,22.85,22.80,22.75,150.0,150.0,2.45,23.05,23.00,2750.0,27.50,34.80,22.90,historical
2025-12-12,182,23.15,23.10,23.05,200.0,200.0,2.25,23.70,23.65,2750.0,27.50,34.80,23.20,historical
2025-12-12,364,23.65,23.60,23.55,500.0,500.0,3.40,24.85,24.80,2750.0,27.50,34.80,23.70,historical
2026-01-09,91,22.90,22.85,22.80,150.0,150.0,2.42,23.10,23.05,2800.0,27.50,24.48,22.95,historical
2026-01-09,182,23.20,23.15,23.10,200.0,200.0,2.28,23.75,23.70,2800.0,27.50,24.48,23.25,historical
2026-01-09,364,23.70,23.65,23.60,500.0,500.0,3.38,24.90,24.85,2800.0,27.50,24.48,23.75,historical
2026-01-23,91,22.95,22.90,22.85,150.0,150.0,2.50,23.15,23.10,2900.0,27.50,24.48,23.00,historical
2026-01-23,182,23.25,23.20,23.15,200.0,200.0,2.30,23.80,23.75,2900.0,27.50,24.48,23.30,historical
2026-01-23,364,23.75,23.70,23.65,500.0,500.0,3.45,24.95,24.90,2900.0,27.50,24.48,23.80,historical
2026-02-06,91,23.00,22.95,22.90,150.0,150.0,2.48,23.20,23.15,2850.0,27.50,23.18,23.05,historical
2026-02-06,182,23.30,23.25,23.20,200.0,200.0,2.32,23.85,23.80,2850.0,27.50,23.18,23.35,historical
2026-02-06,364,23.80,23.75,23.70,500.0,500.0,3.42,25.00,24.95,2850.0,27.50,23.18,23.85,historical
2026-02-20,91,23.05,23.00,22.95,150.0,150.0,2.55,23.25,23.20,2950.0,27.50,23.18,23.10,historical
2026-02-20,182,23.35,23.30,23.25,200.0,200.0,2.35,23.90,23.85,2950.0,27.50,23.18,23.40,historical
2026-02-20,364,23.85,23.80,23.75,500.0,500.0,3.48,25.05,25.00,2950.0,27.50,23.18,23.90,historical
2026-03-06,91,23.10,23.05,23.00,150.0,150.0,2.52,23.30,23.25,3000.0,27.50,23.18,23.15,historical
2026-03-06,182,23.40,23.35,23.30,200.0,200.0,2.38,23.95,23.90,3000.0,27.50,23.18,23.45,historical
2026-03-06,364,23.90,23.85,23.80,500.0,500.0,3.45,25.10,25.05,3000.0,27.50,23.18,23.95,historical
2026-03-20,91,23.15,23.10,23.05,150.0,150.0,2.60,23.35,23.30,3100.0,27.50,23.18,23.20,historical
2026-03-20,182,23.45,23.40,23.35,200.0,200.0,2.40,24.00,23.95,3100.0,27.50,23.18,23.50,historical
2026-03-20,364,23.95,23.90,23.85,500.0,500.0,3.50,25.15,25.10,3100.0,27.50,23.18,24.00,historical
2026-04-03,91,23.20,23.15,23.10,150.0,150.0,2.58,23.40,23.35,2780.0,26.50,23.18,23.25,historical
2026-04-03,182,23.50,23.45,23.40,200.0,200.0,2.42,23.50,23.00,2780.0,26.50,23.18,23.55,historical
2026-04-03,364,24.00,23.95,23.90,500.0,500.0,3.52,25.20,25.15,2780.0,26.50,23.18,24.05,historical
2026-04-17,91,23.25,23.20,23.15,150.0,150.0,2.62,23.45,23.40,2680.0,26.50,15.06,23.30,historical
2026-04-17,182,23.55,23.50,23.45,200.0,200.0,2.45,23.55,23.50,2680.0,26.50,15.06,23.60,historical
2026-04-17,364,24.05,24.00,23.95,500.0,500.0,3.55,25.25,25.20,2680.0,26.50,15.06,24.10,historical
