auction_date,tenor_days,lag1_stop,lag2_stop,lag3_stop,offer_amt,prev_offer,prev_bid_cover,sec_rate,sec_rate_5d_ago,system_liquidity,mpr,inflation,actual_stop_rate,source
2022-03-09,91,2.24,2.48,2.49,1550.8,2044.42,6.4858,2.24,2.48,800.0,11.5,15.6,1.75,cbn_primary_market
2022-03-16,91,1.75,2.24,2.48,960.66,1550.8,2.84,1.75,2.24,800.0,11.5,15.6,1.74,cbn_primary_market
2022-03-16,182,3.28,3.3,3.3,3611.67,11883.0,3.4212,3.33,3.35,800.0,11.5,15.6,3.0,cbn_primary_market
2022-03-16,364,4.1,4.35,5.2,53464.25,80570.6,5.4342,4.25,4.5,800.0,11.5,15.6,4.0,cbn_primary_market
2022-03-30,364,4.0,4.1,4.35,138711.88,53464.25,6.0002,4.15,4.25,800.0,11.5,15.6,4.45,cbn_primary_market
2022-03-30,91,1.74,1.75,2.24,2486.67,960.66,6.7402,1.74,1.75,800.0,11.5,15.6,1.75,cbn_primary_market
2022-03-30,182,3.0,3.28,3.3,2090.68,3611.67,10.3501,3.05,3.33,800.0,11.5,15.6,3.0,cbn_primary_market
2022-04-13,182,3.0,3.0,3.28,6947.79,2090.68,12.1497,3.05,3.05,800.0,11.5,16.82,3.0,cbn_primary_market
2022-04-13,364,4.45,4.0,4.1,132120.47,138711.88,1.4694,4.6,4.15,800.0,11.5,16.82,4.6,cbn_primary_market
2022-04-13,91,1.75,1.74,1.75,2187.78,2486.67,7.3896,1.75,1.74,800.0,11.5,16.82,1.74,cbn_primary_market
2022-04-27,364,4.6,4.45,4.0,116268.77,132120.47,1.7224,4.75,4.6,800.0,11.5,16.82,4.79,cbn_primary_market
2022-04-27,91,1.74,1.75,1.74,2684.83,2187.78,5.431,1.74,1.75,800.0,11.5,16.82,1.74,cbn_primary_market
2022-04-27,182,3.0,3.0,3.0,2018.65,6947.79,3.0098,3.05,3.05,800.0,11.5,16.82,3.0,cbn_primary_market
2022-05-11,91,1.74,1.74,1.75,1911.9,2684.83,0.9929,1.74,1.74,800.0,11.5,16.82,1.74,cbn_primary_market
2022-05-11,182,3.0,3.0,3.0,2998.52,2018.65,6.7294,3.05,3.05,800.0,11.5,16.82,3.0,cbn_primary_market
2022-05-11,364,4.79,4.6,4.45,122559.89,116268.77,2.0064,4.94,4.75,800.0,11.5,16.82,4.7,cbn_primary_market
2022-05-25,182,3.0,3.0,3.0,3783.47,2998.52,2.6779,3.05,3.05,800.0,13.0,16.82,3.89,cbn_primary_market
2022-05-25,364,4.7,4.79,4.6,143884.92,122559.89,3.0003,4.85,4.94,800.0,13.0,16.82,6.49,cbn_primary_market
2022-06-08,364,6.49,4.7,4.79,164106.06,143884.92,1.4652,6.64,4.85,800.0,13.0,16.82,6.44,cbn_primary_market
2022-06-08,182,3.89,3.0,3.0,7890.1,3783.47,0.6116,3.94,3.05,800.0,13.0,16.82,3.84,cbn_primary_market
2022-06-08,91,1.74,1.74,1.74,2323.5,1911.9,0.7179,1.74,1.74,800.0,13.0,16.82,2.5,cbn_primary_market
2022-06-15,182,3.84,3.89,3.0,1101.95,7890.1,0.8849,3.89,3.94,800.0,13.0,16.82,3.79,cbn_primary_market
2022-06-15,91,2.5,1.74,1.74,5911.1,2323.5,0.4397,2.5,1.74,800.0,13.0,16.82,2.49,cbn_primary_market
2022-06-15,364,6.44,6.49,4.7,27868.65,164106.06,2.1565,6.59,6.64,800.0,13.0,16.82,6.07,cbn_primary_market
2022-06-29,182,3.79,3.84,3.89,2163.9,1101.95,1.5952,3.84,3.89,800.0,13.0,16.82,3.79,cbn_primary_market
2022-06-29,364,6.07,6.44,6.49,158040.24,27868.65,6.2815,6.22,6.59,800.0,13.0,16.82,6.07,cbn_primary_market
2022-07-13,91,2.49,2.5,1.74,4508.01,5911.1,0.2778,2.49,2.5,800.0,13.0,19.64,2.75,cbn_primary_market
